model,experiment,run,precision_micro,recall_micro,f1_micro,f1_macro,BG_emr,BG_f1_macro,BG_f1_micro,EN_emr,EN_f1_macro,EN_f1_micro,HI_emr,HI_f1_macro,HI_f1_micro,PT_emr,PT_f1_macro,PT_f1_micro,RU_emr,RU_f1_macro,RU_f1_micro,emr
mistral-small3.2:24b-instruct-2506-q4_K_M,icl_verbalized_triples,3,0.3447946513849093,0.5511450381679389,0.42420681551116335,0.2957494614111047,0.06451612903225806,0.24436469962785753,0.449438202247191,0.07692307692307693,0.21478814903706198,0.33088235294117646,0.1357142857142857,0.22667253335670365,0.4125786163522013,0.22413793103448276,0.21170695333374762,0.558282208588957,0.19767441860465115,0.2378366670943486,0.37272727272727274,0.1490066225165563
mistral-small3.2:24b-instruct-2506-q4_K_M,icl_verbalized_triples,mean,0.34527020899898875,0.55470737913486,0.4256170891952425,0.29538066519119394,0.06451612903225806,0.251840557103715,0.44930768357734646,0.06593406593406594,0.21539543712672474,0.33453945868072105,0.1488095238095238,0.23104125421915755,0.41554012453921274,0.2385057471264368,0.21303430834601256,0.560593936160754,0.1937984496124031,0.23222569751224098,0.36693354585731264,0.1556291390728477
mistral:7b,icl_verbalized_triples,1,0.16557377049180327,0.3083969465648855,0.21546666666666667,0.13491315769379797,0.06451612903225806,0.08585858585858584,0.25882352941176473,0.02197802197802198,0.16140192999151368,0.1962025316455696,0.0035714285714285713,0.08336020550284978,0.19741480611045828,0.034482758620689655,0.15647438868854477,0.29545454545454547,0.011627906976744186,0.08954532729143067,0.17712177121771217,0.016556291390728478
mistral:7b,icl_verbalized_triples,2,0.17585089141004862,0.33129770992366414,0.22975119110640552,0.1502230206488181,0.0967741935483871,0.12152584257847417,0.2727272727272727,0.03296703296703297,0.16806180996690773,0.23225806451612904,0.014285714285714285,0.08820442956732043,0.21552723059096177,0.034482758620689655,0.1245964011619039,0.29120879120879123,0.0,0.13971318536535926,0.17424242424242425,0.023178807947019868
mistral:7b,icl_verbalized_triples,3,0.17932148626817448,0.33893129770992364,0.23454833597464342,0.14600896102573324,0.12903225806451613,0.18857733175914992,0.35789473684210527,0.03296703296703297,0.11334906818949374,0.2098360655737705,0.014285714285714285,0.0850455194246914,0.20745920745920746,0.017241379310344827,0.1489921198976355,0.29508196721311475,0.011627906976744186,0.16604291976479446,0.22304832713754646,0.023178807947019868
mistral:7b,icl_verbalized_triples,mean,0.1735820493900088,0.32620865139949107,0.22658873124923853,0.14371504645611644,0.09677419354838708,0.13198725339873665,0.29648184632704755,0.0293040293040293,0.14760426938263838,0.21276555391182306,0.010714285714285713,0.08553671816495385,0.20680041472020916,0.02873563218390805,0.14335430324936138,0.2939151012921505,0.007751937984496124,0.13176714414052812,0.19147084086589428,0.02097130242825607
qwen3:30b-a3b-q4_K_M,icl_verbalized_triples,1,0.35525024533856725,0.5526717557251909,0.4324970131421744,0.2952504127616971,0.22580645161290322,0.2501082251082251,0.4367816091954023,0.054945054945054944,0.26861535623001803,0.37037037037037035,0.2,0.2342648750397711,0.41624365482233505,0.41379310344827586,0.23572309624941204,0.6026490066225165,0.19767441860465115,0.23542014832712505,0.33480176211453744,0.22019867549668873
qwen3:30b-a3b-q4_K_M,icl_verbalized_triples,2,0.3594059405940594,0.5541984732824428,0.436036036036036,0.30610157326492166,0.1935483870967742,0.2544361937902608,0.40476190476190477,0.08791208791208792,0.2406210591487271,0.39543726235741444,0.19642857142857142,0.23677074480951693,0.41414141414141414,0.41379310344827586,0.23250639139967202,0.5855263157894737,0.22093023255813954,0.24960160612334523,0.36936936936936937,0.2251655629139073
qwen3:30b-a3b-q4_K_M,icl_verbalized_triples,3,0.36203522504892366,0.5648854961832062,0.44126416219439474,0.30171752489762416,0.16129032258064516,0.26911217437533225,0.4367816091954023,0.0989010989010989,0.23699229761773355,0.3533834586466165,0.18928571428571428,0.25501565396673026,0.4393939393939394,0.4051724137931034,0.23414359466991044,0.5906040268456376,0.1511627906976744,0.21803412274000508,0.358974358974359,0.21026490066225165
qwen3:30b-a3b-q4_K_M,icl_verbalized_triples,mean,0.3588971369938501,0.5572519083969466,0.4365990704575351,0.30102317030808096,0.19354838709677416,0.2578855310912727,0.4261083743842365,0.08058608058608058,0.24874290433215954,0.3730636971248004,0.19523809523809524,0.2420170912720061,0.4232596694525628,0.4109195402298851,0.23412436077299817,0.5929264497525426,0.18992248062015502,0.2343519590634918,0.35438183015275526,0.2185430463576159
qwen3:4b-q4_K_M,icl_verbalized_triples,1,0.3395604395604396,0.4717557251908397,0.394888178913738,0.23461764382046904,0.25806451612903225,0.1698135198135198,0.4050632911392405,0.13186813186813187,0.19396657322189237,0.2891566265060241,0.16785714285714284,0.20856307565109142,0.37894736842105264,0.41379310344827586,0.21094611086287002,0.5605536332179931,0.29069767441860467,0.14698101462807345,0.3404255319148936,0.23178807947019867
qwen3:4b-q4_K_M,icl_verbalized_triples,2,0.3388704318936877,0.467175572519084,0.392811296534018,0.24305142271500413,0.2903225806451613,0.2574793627425207,0.475,0.12087912087912088,0.21041548871460894,0.31746031746031744,0.20714285714285716,0.23209566910123164,0.38985313751668893,0.3706896551724138,0.1671908157202275,0.5051903114186851,0.2441860465116279,0.13444072779311578,0.2978723404255319,0.23509933774834438
qwen3:4b-q4_K_M,icl_verbalized_triples,3,0.3414905450500556,0.4687022900763359,0.39510939510939513,0.23369722060509462,0.22580645161290322,0.169674012855831,0.41025641025641024,0.07692307692307693,0.1664737445675862,0.28225806451612906,0.20357142857142857,0.20366657735731228,0.3763440860215054,0.43103448275862066,0.22373274873274873,0.570446735395189,0.3023255813953488,0.16929048333847097,0.34196891191709844,0.2433774834437086
qwen3:4b-q4_K_M,icl_verbalized_triples,mean,0.3399738055013943,0.4692111959287532,0.39426962351905037,0.2371220957135226,0.25806451612903225,0.1989889651372905,0.43010656713188355,0.10989010989010989,0.19028526883469585,0.29629166949415686,0.19285714285714284,0.21477510736987845,0.38171486398641563,0.4051724137931035,0.20062322510528208,0.5453968933439558,0.27906976744186046,0.1502374085865534,0.326755594752508,0.23675496688741723
gemma4:26b-a4b-it-q4_K_M,icl_triples,1,0.42338251986379116,0.5694656488549619,0.4856770833333333,0.34632099244576586,0.3548387096774194,0.2767316017316018,0.4878048780487805,0.10989010989010989,0.29770011133647495,0.37404580152671757,0.28214285714285714,0.23011596230355122,0.45314685314685316,0.5862068965517241,0.2841262273080455,0.6911764705882353,0.29069767441860467,0.26592223360481915,0.4682926829268293,0.3195364238410596
gemma4:26b-a4b-it-q4_K_M,icl_triples,2,0.4174107142857143,0.5709923664122137,0.48226950354609927,0.34718917049941334,0.25806451612903225,0.23649481831300012,0.4827586206896552,0.16483516483516483,0.32101752788496385,0.3969465648854962,0.3,0.23006142959289066,0.4487534626038781,0.5775862068965517,0.268183166478621,0.6764705882352942,0.27906976744186046,0.25929693113903646,0.4519230769230769,0.32781456953642385
gemma4:26b-a4b-it-q4_K_M,icl_triples,3,0.4243458475540387,0.5694656488549619,0.4863102998696219,0.348699276369983,0.3870967741935484,0.2968253968253968,0.5365853658536586,0.13186813186813187,0.30534820252211553,0.37547892720306514,0.30357142857142855,0.2295092932681307,0.45098039215686275,0.5948275862068966,0.27740317632559014,0.6863468634686347,0.29069767441860467,0.2783393078630694,0.46601941747572817,0.3360927152317881
